Périmètre;Nature;Date;Heures;Consommation;Production;Echanges physiques;;;;
Grand Lyon;Données temps réel;05/09/2022;21:45;925;ND;843;-;-;-;-
Grand Lyon;Données temps réel;05/09/2022;22:00;908;ND;826;-;-;-;-
Grand Lyon;Données temps réel;05/09/2022;22:15;907;ND;826;-;-;-;-
Grand Lyon;Données temps réel;05/09/2022;22:30;908;ND;828;-;-;-;-
Grand Lyon;Données temps réel;05/09/2022;22:45;952;ND;871;-;-;-;-
Grand Lyon;Données temps réel;05/09/2022;23:00;922;ND;840;-;-;-;-
Grand Lyon;Données temps réel;05/09/2022;23:15;925;ND;843;-;-;-;-
Grand Lyon;Données temps réel;05/09/2022;23:30;914;ND;832;-;-;-;-
Grand Lyon;Données temps réel;05/09/2022;23:45;867;ND;786;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;00:00;825;ND;743;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;00:15;824;ND;745;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;00:30;783;ND;704;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;00:45;769;ND;687;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;01:00;773;ND;691;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;01:15;764;ND;683;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;01:30;766;ND;686;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;01:45;765;ND;685;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;02:00;764;ND;682;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;02:15;747;ND;665;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;02:30;727;ND;646;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;02:45;744;ND;661;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;03:00;709;ND;627;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;03:15;712;ND;629;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;03:30;710;ND;626;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;03:45;718;ND;635;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;04:00;710;ND;626;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;04:15;707;ND;624;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;04:30;716;ND;633;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;04:45;723;ND;640;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;05:00;727;ND;644;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;05:15;748;ND;666;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;05:30;757;ND;674;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;05:45;772;ND;690;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;06:00;786;ND;707;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;06:15;827;ND;746;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;06:30;860;ND;779;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;06:45;881;ND;800;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;07:00;892;ND;813;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;07:15;939;ND;858;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;07:30;941;ND;858;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;07:45;972;ND;889;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;08:00;966;ND;882;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;08:15;984;ND;898;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;08:30;1002;ND;913;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;08:45;1020;ND;929;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;09:00;1027;ND;935;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;09:15;1040;ND;945;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;09:30;1040;ND;942;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;09:45;1061;ND;960;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;10:00;1059;ND;956;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;10:15;1077;ND;971;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;10:30;1078;ND;970;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;10:45;1080;ND;969;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;11:00;1099;ND;985;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;11:15;1114;ND;1001;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;11:30;1128;ND;1017;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;11:45;1118;ND;1004;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;12:00;1129;ND;1014;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;12:15;1127;ND;1010;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;12:30;1131;ND;1015;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;12:45;1111;ND;996;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;13:00;1118;ND;1003;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;13:15;1129;ND;1015;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;13:30;1111;ND;1000;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;13:45;1099;ND;988;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;14:00;1107;ND;997;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;14:15;1125;ND;1011;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;14:30;1131;ND;1017;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;14:45;1114;ND;1002;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;15:00;1104;ND;993;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;15:15;1121;ND;1011;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;15:30;1118;ND;1009;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;15:45;1115;ND;1005;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;16:00;1126;ND;1019;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;16:15;1130;ND;1021;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;16:30;1133;ND;1024;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;16:45;1124;ND;1018;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;17:00;1108;ND;1006;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;17:15;1080;ND;979;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;17:30;1087;ND;986;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;17:45;1057;ND;959;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;18:00;1057;ND;962;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;18:15;1056;ND;961;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;18:30;1039;ND;947;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;18:45;1037;ND;946;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;19:00;1034;ND;947;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;19:15;1015;ND;923;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;19:30;1007;ND;915;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;19:45;1009;ND;917;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;20:00;983;ND;892;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;20:15;985;ND;897;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;20:30;993;ND;904;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;20:45;973;ND;883;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;21:00;968;ND;879;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;21:15;954;ND;866;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;21:30;928;ND;840;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;21:45;918;ND;831;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;22:00;902;ND;814;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;22:15;904;ND;816;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;22:30;908;ND;821;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;22:45;945;ND;857;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;23:00;914;ND;828;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;23:15;903;ND;820;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;23:30;885;ND;801;-;-;-;-
Grand Lyon;Données temps réel;06/09/2022;23:45;841;ND;758;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;00:00;802;ND;717;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;00:15;783;ND;700;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;00:30;761;ND;678;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;00:45;749;ND;665;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;01:00;739;ND;654;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;01:15;738;ND;654;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;01:30;721;ND;636;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;01:45;717;ND;631;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;02:00;726;ND;640;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;02:15;711;ND;626;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;02:30;699;ND;614;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;02:45;701;ND;611;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;03:00;701;ND;612;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;03:15;702;ND;614;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;03:30;705;ND;615;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;03:45;694;ND;605;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;04:00;689;ND;601;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;04:15;702;ND;613;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;04:30;696;ND;605;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;04:45;698;ND;606;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;05:00;702;ND;611;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;05:15;716;ND;623;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;05:30;720;ND;628;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;05:45;739;ND;648;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;06:00;739;ND;649;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;06:15;788;ND;696;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;06:30;807;ND;716;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;06:45;822;ND;731;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;07:00;857;ND;769;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;07:15;881;ND;792;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;07:30;895;ND;805;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;07:45;900;ND;809;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;08:00;907;ND;817;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;08:15;929;ND;836;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;08:30;951;ND;856;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;08:45;964;ND;868;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;09:00;974;ND;876;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;09:15;996;ND;898;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;09:30;992;ND;893;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;09:45;1009;ND;906;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;10:00;1026;ND;921;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;10:15;1009;ND;904;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;10:30;1020;ND;916;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;10:45;1033;ND;927;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;11:00;1035;ND;927;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;11:15;1054;ND;943;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;11:30;1077;ND;966;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;11:45;1063;ND;954;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;12:00;1074;ND;964;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;12:15;1095;ND;983;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;12:30;1099;ND;986;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;12:45;1103;ND;986;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;13:00;1107;ND;991;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;13:15;1098;ND;978;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;13:30;1089;ND;971;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;13:45;1075;ND;957;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;14:00;1070;ND;952;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;14:15;1047;ND;930;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;14:30;1062;ND;943;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;14:45;1061;ND;944;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;15:00;1050;ND;933;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;15:15;1079;ND;967;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;15:30;1073;ND;960;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;15:45;1053;ND;942;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;16:00;1046;ND;934;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;16:15;1049;ND;936;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;16:30;1058;ND;948;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;16:45;1065;ND;958;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;17:00;1055;ND;949;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;17:15;1053;ND;948;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;17:30;1042;ND;938;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;17:45;1033;ND;927;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;18:00;1029;ND;925;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;18:15;1015;ND;914;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;18:30;1017;ND;917;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;18:45;1025;ND;924;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;19:00;1021;ND;924;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;19:15;1023;ND;926;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;19:30;1024;ND;927;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;19:45;1013;ND;917;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;20:00;1011;ND;916;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;20:15;997;ND;900;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;20:30;1000;ND;904;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;20:45;981;ND;886;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;21:00;962;ND;866;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;21:15;913;ND;817;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;21:30;893;ND;799;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;21:45;885;ND;793;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;22:00;879;ND;783;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;22:15;853;ND;759;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;22:30;862;ND;767;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;22:45;897;ND;805;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;23:00;883;ND;791;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;23:15;902;ND;810;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;23:30;860;ND;767;-;-;-;-
Grand Lyon;Données temps réel;07/09/2022;23:45;816;ND;723;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;00:00;792;ND;700;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;00:15;771;ND;678;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;00:30;742;ND;652;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;00:45;735;ND;645;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;01:00;721;ND;630;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;01:15;719;ND;628;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;01:30;718;ND;627;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;01:45;718;ND;627;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;02:00;700;ND;609;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;02:15;702;ND;610;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;02:30;707;ND;617;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;02:45;703;ND;613;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;03:00;700;ND;610;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;03:15;680;ND;589;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;03:30;694;ND;602;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;03:45;675;ND;584;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;04:00;674;ND;581;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;04:15;696;ND;604;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;04:30;682;ND;590;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;04:45;679;ND;588;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;05:00;688;ND;599;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;05:15;701;ND;611;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;05:30;698;ND;608;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;05:45;714;ND;624;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;06:00;737;ND;647;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;06:15;760;ND;670;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;06:30;796;ND;705;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;06:45;817;ND;726;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;07:00;835;ND;744;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;07:15;873;ND;781;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;07:30;887;ND;795;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;07:45;898;ND;805;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;08:00;902;ND;806;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;08:15;919;ND;820;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;08:30;936;ND;834;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;08:45;940;ND;836;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;09:00;944;ND;839;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;09:15;974;ND;866;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;09:30;968;ND;858;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;09:45;983;ND;869;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;10:00;985;ND;866;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;10:15;999;ND;881;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;10:30;1002;ND;880;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;10:45;994;ND;876;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;11:00;1001;ND;878;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;11:15;1010;ND;885;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;11:30;1018;ND;894;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;11:45;1021;ND;897;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;12:00;1033;ND;909;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;12:15;1039;ND;912;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;12:30;1066;ND;940;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;12:45;1035;ND;910;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;13:00;1027;ND;899;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;13:15;1040;ND;913;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;13:30;1038;ND;911;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;13:45;1035;ND;909;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;14:00;1023;ND;895;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;14:15;1023;ND;893;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;14:30;1015;ND;886;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;14:45;1005;ND;877;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;15:00;994;ND;865;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;15:15;1024;ND;895;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;15:30;991;ND;865;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;15:45;993;ND;868;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;16:00;975;ND;851;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;16:15;995;ND;872;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;16:30;978;ND;855;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;16:45;980;ND;855;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;17:00;965;ND;844;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;17:15;970;ND;853;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;17:30;979;ND;862;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;17:45;965;ND;852;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;18:00;997;ND;887;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;18:15;973;ND;868;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;18:30;998;ND;893;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;18:45;994;ND;894;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;19:00;983;ND;885;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;19:15;994;ND;898;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;19:30;984;ND;892;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;19:45;982;ND;890;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;20:00;971;ND;882;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;20:15;949;ND;858;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;20:30;958;ND;868;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;20:45;928;ND;838;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;21:00;925;ND;834;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;21:15;918;ND;829;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;21:30;897;ND;805;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;21:45;865;ND;770;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;22:00;860;ND;764;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;22:15;855;ND;760;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;22:30;857;ND;761;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;22:45;904;ND;808;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;23:00;874;ND;779;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;23:15;876;ND;779;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;23:30;844;ND;747;-;-;-;-
Grand Lyon;Données temps réel;08/09/2022;23:45;808;ND;712;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;00:00;798;ND;701;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;00:15;758;ND;661;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;00:30;732;ND;634;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;00:45;718;ND;620;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;01:00;708;ND;611;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;01:15;700;ND;604;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;01:30;696;ND;599;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;01:45;700;ND;603;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;02:00;694;ND;597;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;02:15;688;ND;591;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;02:30;687;ND;591;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;02:45;680;ND;584;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;03:00;678;ND;583;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;03:15;663;ND;570;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;03:30;665;ND;572;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;03:45;665;ND;572;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;04:00;671;ND;577;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;04:15;672;ND;582;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;04:30;671;ND;580;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;04:45;658;ND;568;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;05:00;668;ND;578;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;05:15;687;ND;595;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;05:30;694;ND;603;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;05:45;709;ND;617;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;06:00;718;ND;629;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;06:15;743;ND;653;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;06:30;767;ND;677;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;06:45;804;ND;713;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;07:00;823;ND;732;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;07:15;854;ND;762;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;07:30;866;ND;775;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;07:45;890;ND;797;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;08:00;883;ND;791;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;08:15;901;ND;807;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;08:30;920;ND;824;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;08:45;922;ND;824;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;09:00;927;ND;826;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;09:15;946;ND;842;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;09:30;941;ND;835;-;-;-;-
Grand Lyon;Données temps réel;09/09/2022;09:45;957;ND;849;-;-;-;-
