nomInstallation;commune;codeDepartement;departement;codeRegion;region;dateRaccordement;dateDeraccordement;dateMiseEnService;dateDebutVersion;posteSource;tensionRaccordement;modeRaccordement;codeFiliere;filiere;codeCombustible;combustible;codesCombustiblesSecondaires;combustiblesSecondaires;codeTechnologie;technologie;typeStockage;puisMaxInstallee;puisMaxRacCharge;puisMaxCharge;puisMaxRac;puisMaxInstalleeDisCharge;nbGroupes;nbInstallations;regime;energieStockable;capaciteReservoir;hauteurChute;productible;debitMaximal;gestionnaire;energieAnnuelleGlissanteInjectee;energieAnnuelleGlissanteProduite;energieAnnuelleGlissanteSoutiree;energieAnnuelleGlissanteStockee;maxPuis;dateMiseEnservice (format date)
L'ARTISAN CARROSSIER;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;30/05/2024;;30/05/2024;30/05/2024;;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;66.0;;;66.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;29268;;;;66.0;30/05/2024
Confidentiel;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;21/06/2024;;21/06/2024;21/06/2024;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;190.0;;;190.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;95037;;;;190.0;21/06/2024
Agrégation des installations de moins de 36KW;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;15/05/2008;;15/05/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;399.4;5.27;5.27;382.89;5.27;2;84;;6.2;0.0;0.0;0.0;0.0;;171553;;;;399.4;15/05/2008
Confidentiel;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;19/03/2013;;19/03/2013;28/01/2022;MESSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;94.0;;;94.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;80930;;;;94.0;19/03/2013
Agrégation des installations de moins de 36KW;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;24/01/2008;;24/01/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;523.23;;;489.23;;;126;;0.0;0.0;0.0;0.0;0.0;;331114;;;;523.23;24/01/2008
SCA AURIVA-ELEVAGE;Brindas;69;Rhône;84;Auvergne-Rhône-Alpes;17/11/2022;;17/11/2022;10/01/2023;MESSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;89.0;;;89.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;113078;;;;89.0;17/11/2022
Agrégation des installations de moins de 36KW;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;18/11/2008;;18/11/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;50.7;;;51.9;;;15;;0.0;0.0;0.0;0.0;0.0;;41369;;;;50.7;18/11/2008
Agrégation des installations de moins de 36KW;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;05/09/2008;;05/09/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;101.89;;;103.01;;;25;;0.0;0.0;0.0;0.0;0.0;;66457;;;;101.89;05/09/2008
PVACI _006_VOE_151_Le 8ème Chemin_Bron;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;23/07/2024;;23/07/2024;23/07/2024;DECIN;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;100.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;1256;;;;100.0;23/07/2024
Confidentiel;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;26/08/2013;;26/08/2013;27/08/2024;MERMO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;45.0;;;45.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;40845;;;;45.0;26/08/2013
Confidentiel;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;08/02/2023;;08/02/2023;13/12/2023;MERMO;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;89.0;;;89.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;16565;;;;89.0;08/02/2023
Confidentiel;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;09/12/2010;;09/12/2010;05/07/2021;VENIS;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;86.0;;;86.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;65003;;;;86.0;09/12/2010
Confidentiel;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;30/10/2012;;30/10/2012;21/04/2022;CUS.P;HTA;Direct;THERM;Thermique non renouvelable;GAZ;Gaz;;;M.PIS;Moteur à piston;;325.0;;;325.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;38170;;;;325.0;30/10/2012
Agrégation des installations de moins de 36KW;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;06/03/2008;;06/03/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;72.58;;;72.28;;;21;;0.0;0.0;0.0;0.0;0.0;;53237;;;;72.58;06/03/2008
ENGIE ENERGIE SERVICES;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;09/11/2020;;09/11/2020;01/08/2021;DECIN;BT;Direct;THERM;Thermique non renouvelable;GAZ;Gaz;;;COG.C;Cogénération à combustion;;230.0;;;230.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;764554;;;;230.0;09/11/2020
Confidentiel;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;26/10/2016;;26/10/2016;10/01/2024;MERMO;HTA;Direct;THERM;Thermique non renouvelable;GAZ;Gaz;;;COG.V;Cogénération à vapeur;;4500.0;;;4500.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;16003621;;;;4500.0;26/10/2016
Confidentiel;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;23/12/2020;;23/12/2020;05/07/2021;VENIS;BT;Direct;THERM;Thermique non renouvelable;GAZ;Gaz;;;COG.C;Cogénération à combustion;;230.0;;;230.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;765626;;;;230.0;23/12/2020
Agrégation des installations de moins de 36KW;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;13/06/2008;;13/06/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;479.23;6.85;6.85;470.42;7.35;5;81;;21.0;0.0;0.0;0.0;0.0;;264895;;;;479.23;13/06/2008
Agrégation des installations de moins de 36KW;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;16/04/2007;;16/04/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;44.43;;;43.93;;;12;;0.0;0.0;0.0;0.0;0.0;;35215;;;;44.43;16/04/2007
Confidentiel;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;21/06/2023;;21/06/2023;12/01/2024;CUS.P;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;99.0;;;99.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;63147;;;;99.0;21/06/2023
Agrégation des installations de moins de 36KW;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;10/12/2008;;10/12/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;39.41;;;38.81;;;10;;0.0;0.0;0.0;0.0;0.0;;23766;;;;39.41;10/12/2008
Agrégation des installations de moins de 36KW;Bron;69;Rhône;84;Auvergne-Rhône-Alpes;23/10/2008;;23/10/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;59.58;7.34;7.34;59.58;7.34;4;14;;11.5;0.0;0.0;0.0;0.0;;37264;;;;59.58;23/10/2008
Confidentiel;Brullioles;69;Rhône;84;Auvergne-Rhône-Alpes;10/06/2021;;10/06/2021;11/08/2022;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;103761;;;;90.0;10/06/2021
Agrégation des installations de moins de 36KW;Brullioles;69;Rhône;84;Auvergne-Rhône-Alpes;07/05/2010;;07/05/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;132.75;;;125.3;;;26;;0.0;0.0;0.0;0.0;0.0;;95123;;;;132.75;07/05/2010
Agrégation des installations de moins de 36KW;Brussieu;69;Rhône;84;Auvergne-Rhône-Alpes;03/10/2008;;03/10/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;218.09;;;219.27;;;51;;0.0;0.0;0.0;0.0;0.0;;152438;;;;218.09;03/10/2008
Agrégation des installations de moins de 36KW;Brussieu;69;Rhône;84;Auvergne-Rhône-Alpes;23/12/2013;;23/12/2013;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;66.15;;;62.49;;;14;;0.0;0.0;0.0;0.0;0.0;;34524;;;;66.15;23/12/2013
Agrégation des installations de moins de 36KW;Bully;69;Rhône;84;Auvergne-Rhône-Alpes;11/06/2010;;11/06/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;93.68;;;75.68;;;18;;0.0;0.0;0.0;0.0;0.0;;35184;;;;93.68;11/06/2010
Confidentiel;Bully;69;Rhône;84;Auvergne-Rhône-Alpes;29/04/2021;;29/04/2021;28/11/2022;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;100.0;;;99.6;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;95021;;;;100.0;29/04/2021
Confidentiel;Bully;69;Rhône;84;Auvergne-Rhône-Alpes;27/07/2022;;27/07/2022;27/07/2022;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;119741;;;;82.8;27/07/2022
Agrégation des installations de moins de 36KW;Bully;69;Rhône;84;Auvergne-Rhône-Alpes;22/05/2007;;22/05/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;296.39;;;275.06;;;58;;0.0;0.0;0.0;0.0;0.0;;207159;;;;296.39;22/05/2007
Confidentiel;Bully;69;Rhône;84;Auvergne-Rhône-Alpes;22/01/2024;;22/01/2024;22/01/2024;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;47519;;;;90.0;22/01/2024
Confidentiel;Bully;69;Rhône;84;Auvergne-Rhône-Alpes;22/12/2023;;22/12/2023;22/12/2023;ARBRE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;90.0;;;90.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;61474;;;;90.0;22/12/2023
Confidentiel;Cailloux-sur-Fontaines;69;Rhône;84;Auvergne-Rhône-Alpes;25/08/2023;;25/08/2023;21/11/2023;ROCH5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;82.8;;;82.8;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;78270;;;;82.8;25/08/2023
Confidentiel;Cailloux-sur-Fontaines;69;Rhône;84;Auvergne-Rhône-Alpes;03/10/2023;;03/10/2023;01/11/2023;ROCH5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;89.0;;;89.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;119851;;;;89.0;03/10/2023
Agrégation des installations de moins de 36KW;Cailloux-sur-Fontaines;69;Rhône;84;Auvergne-Rhône-Alpes;23/03/2006;;23/03/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;255.28;;;252.52;;;69;;0.0;0.0;0.0;0.0;0.0;;174528;;;;255.28;23/03/2006
Agrégation des installations de moins de 36KW;Cailloux-sur-Fontaines;69;Rhône;84;Auvergne-Rhône-Alpes;01/12/2009;;01/12/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;134.99;;;117.99;;;23;;0.0;0.0;0.0;0.0;0.0;;63751;;;;134.99;01/12/2009
Confidentiel;Cailloux-sur-Fontaines;69;Rhône;84;Auvergne-Rhône-Alpes;26/06/2019;;26/06/2019;07/07/2021;ROCH5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;37.0;;;37.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;37.0;26/06/2019
CENTRALE HYDROLIENNE DE LA FEYSSINE;Caluire-et-Cuire;69;Rhône;84;Auvergne-Rhône-Alpes;14/12/2018;;14/12/2018;11/07/2024;A.LIG;HTA;Direct;HYDLQ;Hydraulique;;;;;HDL.F;Hydrolien fluvial;;120.0;;;120.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;385;;;;120.0;14/12/2018
SARL NEUVIMOUSSE;Caluire-et-Cuire;69;Rhône;84;Auvergne-Rhône-Alpes;27/06/2011;;27/06/2011;12/08/2021;RILLI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;94.0;;;94.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;44274;;;;94.0;27/06/2011
Agrégation des installations de moins de 36KW;Caluire-et-Cuire;69;Rhône;84;Auvergne-Rhône-Alpes;08/08/2007;;08/08/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;35.74;;;34.4;;;12;;0.0;0.0;0.0;0.0;0.0;;21689;;;;35.74;08/08/2007
Agrégation des installations de moins de 36KW;Caluire-et-Cuire;69;Rhône;84;Auvergne-Rhône-Alpes;16/09/2005;;16/09/2005;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;102.19;;;99.08;;;28;;0.0;0.0;0.0;0.0;0.0;;59573;;;;102.19;16/09/2005
Agrégation des installations de moins de 36KW;Caluire-et-Cuire;69;Rhône;84;Auvergne-Rhône-Alpes;09/02/2006;;09/02/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;87.26;;;78.84;;;20;;0.0;0.0;0.0;0.0;0.0;;52756;;;;87.26;09/02/2006
Agrégation des installations de moins de 36KW;Caluire-et-Cuire;69;Rhône;84;Auvergne-Rhône-Alpes;29/07/1999;;29/07/1999;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;531.29;;;511.74;;;117;;0.0;0.0;0.0;0.0;0.0;;271101;;;;531.29;29/07/1999
Agrégation des installations de moins de 36KW;Caluire-et-Cuire;69;Rhône;84;Auvergne-Rhône-Alpes;03/12/2009;;03/12/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;50.25;;;50.25;;;11;;0.0;0.0;0.0;0.0;0.0;;28606;;;;50.25;03/12/2009
Agrégation des installations de moins de 36KW;Cenves;69;Rhône;84;Auvergne-Rhône-Alpes;11/01/2010;;11/01/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;97.32;;;97.32;;;20;;0.0;0.0;0.0;0.0;0.0;;73561;;;;97.32;11/01/2010
MARIEA01;Cenves;69;Rhône;84;Auvergne-Rhône-Alpes;04/12/2023;;04/12/2023;04/12/2023;2CRIE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;250.0;;;250.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;326292;;;;250.0;04/12/2023
Agrégation des installations de moins de 36KW;Cercié;69;Rhône;84;Auvergne-Rhône-Alpes;04/08/2010;;04/08/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;118.47;;;118.17;;;23;;0.0;0.0;0.0;0.0;0.0;;86781;;;;118.47;04/08/2010
Agrégation des installations de moins de 36KW;Cercié;69;Rhône;84;Auvergne-Rhône-Alpes;17/11/2010;;17/11/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;55.33;;;51.83;;;10;;0.0;0.0;0.0;0.0;0.0;;23440;;;;55.33;17/11/2010
Agrégation des installations de moins de 36KW;Chambost-Allières;69;Rhône;84;Auvergne-Rhône-Alpes;13/01/2010;;13/01/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;72.22;;;70.32;;;21;;0.0;0.0;0.0;0.0;0.0;;46423;;;;72.22;13/01/2010
Agrégation des installations de moins de 36KW;Chambost-Allières;69;Rhône;84;Auvergne-Rhône-Alpes;04/11/2014;;04/11/2014;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;104.67;;;101.79;;;11;;0.0;0.0;0.0;0.0;0.0;;48710;;;;104.67;04/11/2014
Confidentiel;Chambost-Longessaigne;69;Rhône;84;Auvergne-Rhône-Alpes;11/10/2018;;11/10/2018;01/07/2023;BUSSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;50.0;;;50.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;66886;;;;50.0;11/10/2018
Agrégation des installations de moins de 36KW;Chambost-Longessaigne;69;Rhône;84;Auvergne-Rhône-Alpes;27/06/2013;;27/06/2013;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;81.47;;;81.38;;;12;;0.0;0.0;0.0;0.0;0.0;;51186;;;;81.47;27/06/2013
Agrégation des installations de moins de 36KW;Chambost-Longessaigne;69;Rhône;84;Auvergne-Rhône-Alpes;13/01/2006;;13/01/2006;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;240.29;;;251.24;;;39;;0.0;0.0;0.0;0.0;0.0;;211982;;;;240.29;13/01/2006
Agrégation des installations de moins de 36KW;Chamelet;69;Rhône;84;Auvergne-Rhône-Alpes;19/02/2009;;19/02/2009;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;71.0;;;69.9;;;10;;0.0;0.0;0.0;0.0;0.0;;59133;;;;71.0;19/02/2009
Confidentiel;Champagne-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;11/06/2024;;11/06/2024;25/06/2024;VAISE;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;50.0;;;50.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;9286;;;;50.0;11/06/2024
Confidentiel;Champagne-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;26/01/2024;;26/01/2024;26/01/2024;VAISE;HTA;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;363.0;;;363.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;4219;;;;363.0;26/01/2024
Agrégation des installations de moins de 36KW;Champagne-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;12/03/2010;;12/03/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;86.15;;;83.98;;;16;;0.0;0.0;0.0;0.0;0.0;;43379;;;;86.15;12/03/2010
Agrégation des installations de moins de 36KW;Champagne-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;25/09/2007;;25/09/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;76.77;4.5;4.5;75.08;4.5;1;19;;5.0;0.0;0.0;0.0;0.0;;41274;;;;76.77;25/09/2007
Agrégation des installations de moins de 36KW;Champagne-au-Mont-d'Or;69;Rhône;84;Auvergne-Rhône-Alpes;18/01/2008;;18/01/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;96.07;;;95.13;;;26;;0.0;0.0;0.0;0.0;0.0;;58503;;;;96.07;18/01/2008
Agrégation des installations de moins de 36KW;La Chapelle-sur-Coise;69;Rhône;84;Auvergne-Rhône-Alpes;25/03/2008;;25/03/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;112.91;;;112.41;;;27;;0.0;0.0;0.0;0.0;0.0;;96475;;;;112.91;25/03/2008
SCI PBS;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;27/01/2020;;27/01/2020;07/07/2021;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;37.0;;;37.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;8671;;;;37.0;27/01/2020
Confidentiel;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;16/01/2020;;16/01/2020;03/06/2022;MESSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;83.0;;;83.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;62427;;;;83.0;16/01/2020
Confidentiel;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;18/12/2023;;18/12/2023;18/12/2023;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;250.0;;;250.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;249188;;;;250.0;18/12/2023
Confidentiel;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;28/03/2022;;28/03/2022;28/03/2022;MESSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;75.0;;;75.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;87028;;;;75.0;28/03/2022
Agrégation des installations de moins de 36KW;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;17/11/2008;;17/11/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;133.33;270.0;270.0;124.26;;1;30;;1.0;0.0;0.0;0.0;0.0;;115194;;;;133.33;17/11/2008
Agrégation des installations de moins de 36KW;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;28/01/2010;;28/01/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;371.44;;;357.39;;;68;;0.0;0.0;0.0;0.0;0.0;;142669;;;;371.44;28/01/2010
Confidentiel;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;19/02/2018;;19/02/2018;07/07/2021;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;78.0;;;78.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;48196;;;;78.0;19/02/2018
Confidentiel;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;03/02/2014;;03/02/2014;06/07/2021;MESSI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;240.0;;;240.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;217744;;;;240.0;03/02/2014
CHAPONOST;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;27/03/2019;;27/03/2019;04/04/2023;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;167.0;;;167.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;191242;;;;167.0;27/03/2019
Agrégation des installations de moins de 36KW;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;23/11/2007;;23/11/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;432.47;8.3;8.3;397.88;8.3;2;67;;11.7;0.0;0.0;0.0;0.0;;269662;;;;432.47;23/11/2007
ERMA;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;15/03/2023;;15/03/2023;14/06/2023;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;193.0;;;193.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;232380;;;;193.0;15/03/2023
Confidentiel;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;24/05/2024;;24/05/2024;24/05/2024;CRAPO;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;70.0;;;78.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;34363;;;;70.0;24/05/2024
Confidentiel;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;24/08/2011;;24/08/2011;28/05/2024;MILL5;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;55.0;;;55.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;;;;;55.0;24/08/2011
Agrégation des installations de moins de 36KW;Chaponost;69;Rhône;84;Auvergne-Rhône-Alpes;02/12/2008;;02/12/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;397.69;270.0;270.0;381.34;270.0;1;83;;1.0;0.0;0.0;0.0;0.0;;271504;;;;397.69;02/12/2008
Agrégation des installations de moins de 36KW;Charbonnières-les-Bains;69;Rhône;84;Auvergne-Rhône-Alpes;21/11/2008;;21/11/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;254.5;;;250.63;;;59;;0.0;0.0;0.0;0.0;0.0;;161348;;;;254.5;21/11/2008
Agrégation des installations de moins de 36KW;Charbonnières-les-Bains;69;Rhône;84;Auvergne-Rhône-Alpes;07/08/2021;;07/08/2021;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;157.15;;;141.25;;;29;;0.0;0.0;0.0;0.0;0.0;;38560;;;;157.15;07/08/2021
Confidentiel;Charentay;69;Rhône;84;Auvergne-Rhône-Alpes;17/07/2023;;17/07/2023;23/08/2023;PATUR;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;249.9;;;249.9;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;210404;;;;249.9;17/07/2023
Agrégation des installations de moins de 36KW;Charentay;69;Rhône;84;Auvergne-Rhône-Alpes;20/01/2010;;20/01/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;127.82;;;129.96;;;26;;0.0;0.0;0.0;0.0;0.0;;79283;;;;127.82;20/01/2010
Confidentiel;Charentay;69;Rhône;84;Auvergne-Rhône-Alpes;17/07/2023;;17/07/2023;23/08/2023;PATUR;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;143.0;;;143.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;104006;;;;143.0;17/07/2023
Agrégation des installations de moins de 36KW;Charly;69;Rhône;84;Auvergne-Rhône-Alpes;16/04/2008;;16/04/2008;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;283.71;;;271.85;;;66;;0.0;0.0;0.0;0.0;0.0;;179063;;;;283.71;16/04/2008
Agrégation des installations de moins de 36KW;Charly;69;Rhône;84;Auvergne-Rhône-Alpes;27/02/2007;;27/02/2007;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;410.31;;;379.35;;;91;;0.0;0.0;0.0;0.0;0.0;;210141;;;;410.31;27/02/2007
Agrégation des installations de moins de 36KW;Charnay;69;Rhône;84;Auvergne-Rhône-Alpes;19/11/2010;;19/11/2010;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;81.22;;;90.22;;;19;;0.0;0.0;0.0;0.0;0.0;;54914;;;;81.22;19/11/2010
Agrégation des installations de moins de 36KW;Charnay;69;Rhône;84;Auvergne-Rhône-Alpes;26/02/2020;;26/02/2020;;;BT;;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;92.71;;;91.75;;;14;;0.0;0.0;0.0;0.0;0.0;;29352;;;;92.71;26/02/2020
Confidentiel;Chasselay;69;Rhône;84;Auvergne-Rhône-Alpes;03/06/2021;;03/06/2021;03/06/2021;CIVRI;BT;Direct;SOLAI;Solaire;;;;;PHOTV;Photovoltaïque;;96.0;;;96.0;;;1;En service;0.0;0.0;0.0;0.0;0.0;Enedis;112242;;;;96.0;03/06/2021
